Brand Name,Product Name,Colors,Sizes,Product Description,UPC,Custom Field,Product Images,SalePrice,ActualPrice
GUESS,44 mm Continental Multifunction with Glitz Dial Marble Silicone Strap GW0418G2,Gold/Black/Black, ,"Bring some glam to your outfit wearing the GUESS® 44 mm Continental Multifunction with Glitz Dial Marble Silicone Strap GW0418G2 Watch.
SKU: #9881951
Silicone construction.
Stainless-steel case.
Multifunctional chrono look movement.
Crystals embellished on the bezel.
Buckle closure on the strap.
Three-hand analog display with Japanese movement.
Goldtone case with glitz finish.
Protective box included.
Water-resistant capacity upto 50 meters.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 44 mm
Case Width: 44 mm
Case Depth: 12 mm
Band Width: 20 mm
Band Circumference/Length: 8 1⁄2 in
Weight: 3 oz",091661527036,6pm SKU:#9881951,"https://m.media-amazon.com/images/I/71BPj2qOa+L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/81J0HE-cutL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61KGLqVSq4L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71Rji9nlVSL._AC_SR736,920_.jpg",137.62,215.00
Michael Kors,MK4688 - Raquel Chronograph Stainless Steel Watch,Rose Gold Tone, ,"Watch Sizing Guide
SKU: #9862524
Stay update of world affairs by wearing Michael Kors® K4688 - Raquel Chronograph Stainless Steel Watch.
Stainless steel construction.
Rose-gold finish.
Chronograph dial with 3 sub-dials.
3-hand movement.
Battery-powered.
5 ATM water resistant.
Fold-over push-button deployment.
Comes with box.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 2 mm
Case Width: 1 3⁄5 mm
Case Depth: 1⁄2 mm
Band Width: 4⁄5 mm
Band Circumference/Length: 3 1⁄2 in
Weight: 6 oz",796483586826,6pm SKU:#9862524,"https://m.media-amazon.com/images/I/61YO+VFVmmL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71c7K8WPC5L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/711SArkfQhL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51cdIx3ESSL._AC_SR736,920_.jpg",163.00,325.00
Michael Kors,MK1068SET - Liliane Three Hand Stainless Steel Watch,Rose Gold Tone, ,"Watch Sizing Guide
SKU: #9862496
Gift yourself or your people the timeless memorabilia of Michael Kors® MK1068SET - Liliane Three Hand Stainless Steel Watch.
Stainless steel metal case back.
Round face, 36 mm watch.
Rose goldtone stainless steel set features pink pave and coordinating heart bracelet.
Features a pale pink mothe-of-pearl dial with a stingray pink pave top ring.
Slider bracelet has a logo detailing a pink pave heart.
Bracelet deployment closure.
Water resistant up to 50 m and is wearable while swimming in shallow water.
Made in Japan.",796483591424,6pm SKU:#9862496,"https://m.media-amazon.com/images/I/61XidCJjZyL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71sDUdvV7DL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61KujY6SV4L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71Ye+-WI7VL._AC_SR736,920_.jpg",198.00,325.00
Michael Kors,MK4698 - Petite Camille Three Hand Stainless Steel Watch,Silver, ,"Watch Sizing Guide
SKU: #9862497
A classic look of luxury, our Michael Kors® MK4698 - Petite Camille Three Hand Stainless Steel Watch features a pave topring and roman numerals on the dial. this sleek and sophisticated mini-watch makes the perfect addition to any wardrobe.
Bracelet deployant closure.
Wwater resistant up to 50m.
Wearable while swimming in shallow water.
Stainless construction.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",796483586192,6pm SKU:#9862497,"https://m.media-amazon.com/images/I/61ldJZzsq9L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71hIxwyrQBL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/612LEOYAg6L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71Ye+-WI7VL._AC_SR736,920_.jpg",202.50,225.00
Timex,34 mm Transcend with Crystals 3-Hand Mesh Band Watch,Gold, ,"Keep yourself always on time by wearing Timex® 34 mm Transcend with Crystals 3-Hand Mesh Band Watch.
SKU: #9826992
Stainless steel case.
Textured analog dial.
2-hand movement.
Classic sunray markers.
Crystal bezel.
Self-adjusting mesh strap.
Battery powered.
30 meters water resistant.
Imported.
Measurement:
Diameter: 34 mm;
Weight: 4.5 oz.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",194366221565,6pm SKU:#9826992,"https://m.media-amazon.com/images/I/71KKg5mcpYL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/81bEgOWjb6L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/81F19s9yYDL._AC_SR736,920_.jpg",,78.48,109.00
Ted Baker,Quilted Leather Compatible with Apple Watch,Silver, ,"If you love experimenting with your look, the Ted Baker® Quilted Leather Compatible with Apple Watch® Strap is a perfect choice.
SKU: #9826931
Leather construction.
Allover quilted pattern for added style.
Single-prong buckle closure.
Fits 38 mm /40 mm Apple Watches®.
Watch sold separately.
Spot clean.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Band Width: 3⁄4 mm
Weight: 0.55 oz",194366226485,6pm SKU:#9826931,"https://m.media-amazon.com/images/I/61eZmb5D7qL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61H0oum1oVL._AC_SR736,920_.jpg",,,25.28,74.00
Kate Spade New York,32 mm Chelsea Three Hand Leather Watch - KSW1786,Black, ,"Exude classic elegance by adorning your wrist with the Kate Spade New York® 32 mm Chelsea Three Hand Leather Watch - KSW1786.
SKU: #9862336
Round goldtone stainless steel case paired with a black leather strap.
Strap deployant closure.
Contrasting matte dial with iconic spade crown cover.
Three-hand analog display with quartz movement.
Splash-resistant upto 30 meters.
Presentation box included.
Made in Japan.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",796483593350,6pm SKU:#9862336,"https://m.media-amazon.com/images/I/61so9ktYIKL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51olRn0DGoL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61me7jXbSdL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51+tJRsl1XL._AC_SR736,920_.jpg",178.20,198.00
Timex,41 mm Waterbury Diver Quartz 3-Hand Leather Strap Watch,Black, ,"Keep yourself punctual everywhere by wearing Timex® 41 mm Waterbury Diver Quartz 3-Hand Leather Strap Watch.
SKU: #9826990
Stainless steel case.
Round analog dial with classic markers.
Luminant 3-hand movement.
Leather strap with buckle closure.
Battery powered.
100 meters water resistant.
Imported.
Measurement:
Diameter: 41 mm;
Weight: 5.0 oz.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",194366216745,6pm SKU:#9826990,"https://m.media-amazon.com/images/I/61TCetLHURL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71bvaLNrsaL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71wi9hvGs6L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51aWwcUJhqL._AC_SR736,920_.jpg",96.00,179.00
Timex,32 mm Adorn Crystal Bezel 3-Hand Leather Strap Watch,Black, ,"Adopt a chic and classy look by wearing the Timex® 32 mm Adorn Crystal Bezel 3-Hand Leather Strap Watch.
SKU: #9826985
Low lead brass case housing round analog dial with three-hand movement and crystal-embellished hour markers.
Rhinestone embellishment on the bezel.
Leather strap with adjustable buckle closure.
Water-resistant up to 50 meters.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Diameter: 32 mm;
Weight: 4.6 oz.",194366211702,6pm SKU:#9826985,"https://m.media-amazon.com/images/I/71P4FnyJWtL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/718oz1VmubL._AC_SR736,920_.jpg",,,98.10,109.00
GUESS,U1299G2,White, ,"Accentuate your looks with the stylish GUESS® U1299G2 watch.
SKU: #9300295
Buckle closure.
Water resistant up to 50 meters/ 165 feet.
Silicon band.
Stainless steel case.
Digital face.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 47 4⁄5 mm
Case Width: 50 4⁄5 mm
Case Depth: 14 4⁄5 mm
Band Width: 22 mm
Band Circumference/Length: 7 1⁄2 in
Weight: 2.35 oz",091661509391,6pm SKU:#9300295,"https://m.media-amazon.com/images/I/51hx00Cex2L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61jKLMaLVuL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51ZB-+WlDWL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/81j8B-F05qL._AC_SR736,920_.jpg",57.00,95.00
Michael Kors,MK7271 - Camille Chronograph Watch,Rose Gold Tone, ,"Watch Sizing Guide
SKU: #9818859
Make a stylish statements wherever you go wearing Michael Kors® MK7271 - Camille Chronograph Watch.
Stainless steel construction.
Rose gold-tone watch.
Roman numerals on the dial .
Bracelet deployant closure.
Water-resistant up to 5 atm.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Diameter: 43mm.",796483576001,6pm SKU:#9818859,"https://m.media-amazon.com/images/I/71q2jpQECsL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61lzsNr597L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61Lt05O4uUL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61JbgyWg5XL._AC_SR736,920_.jpg",110.00,275.00
Kate Spade New York,34 mm Morningside Jacquard Leather Watch - KSW1771,Black, ,"Featuring a scalloped top ring and signature spade flower jacquard on the strap, the Kate Spade New York® 34 mm Morningside Jacquard Leather Watch - KSW1771 lends an iconic charm to your basic everyday style.
SKU: #9818709
34 mm two-tone stainless steel case paired with bold leather strap.
Classic round three-hand analog dial display.
Single prong adjustable buckle strap closure for a secure fit.
Water-resistant up to 30 meters.
Signature box included.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",796483584310,6pm SKU:#9818709,"https://m.media-amazon.com/images/I/61OjPlTBDjL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/513T+BCbh5L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71Ug4SCObwL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51+tJRsl1XL._AC_SR736,920_.jpg",111.00,198.00
Nixon,Light-Wave,Black/Scribble, ,"Accentuate your everyday looks with the Nixon® Light-Wave timepiece.
SKU: #9559094
Composed of stainless steel and recycled ocean plastic.
Buckle closure.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",191973226389,6pm SKU:#9559094,"https://m.media-amazon.com/images/I/61AqbTxvjgL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/81E8pLJGYPL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/717+vAQeIcL._AC_SR736,920_.jpg",,90.00,150.00
GUESS,34.5 mm Digital PU Strap GW0270G3,Blue/Blue/Blue, ,"Look absolutely stylish wearing the GUESS® 34.5 mm Digital PU Strap GW0270G3.
SKU: #9847326
Silicon construction.
Stainless steel build.
50m water-resistant.
Digital dial design with buckle closure.
Comes in a box.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 34 1⁄2 mm
Case Width: 34 1⁄2 mm
Case Depth: 13 mm
Band Width: 21 mm
Band Circumference/Length: 8 1⁄2 in
Weight: 2 oz",091661520730,6pm SKU:#9847326,"https://m.media-amazon.com/images/I/51ULMMIzDKL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71anLzHEkyL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61RqFyM-niL._AC_SR736,920_.jpg",,40.02,69.00
GUESS,Vista Multifunction Case with Glitz Bracelet U15502L1M,Rose Gold, ,"Dress up your look with this elegant rose gold-tone watch boasting sleek rhinestone embellishments around the bezel and a mother of pearl dial with multifunctional features.
SKU: #9838578
Case Shape: Round.
Deployment clasp.
Water resistance up to 50 meters / 165 feet.
Analog display.
Case Material: Stainless Steel (polished).
Stainless steel band.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 41 mm
Case Width: 41 mm
Case Depth: 12 mm
Band Width: 20 mm
Band Circumference/Length: 7 1⁄4 in
Weight: 5 oz",091661464447,6pm SKU:#9838578,"https://m.media-amazon.com/images/I/71PejxTOyVL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71TtZaFtIVL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71n-pSnKFOL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71eafB6NA6L._AC_SR736,920_.jpg",93.00,155.00
Lacoste,2001146 - NIKITA,Grey, ,"Elegant and graceful are just the right words to describe the Lacoste® 2001146 - NIKITA watch.
SKU: #9817763
Round stainless steel case.
Analogue dial featuring three-hand movement and signature logo detailing.
Durable leather strap with adjustable buckle closure.
Water-resistant up to 3 ATM.
Presentation box included.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case Height: 38 1⁄10 mm
Case Width: 38 1⁄10 mm
Case Depth: 7 9⁄10 mm
Band Width: 15 4⁄5 mm
Band Circumference/Length: 7 1⁄2 in
Weight: 1 oz",885997393911,6pm SKU:#9817763,"https://m.media-amazon.com/images/I/61u21DHFDCL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71kAqZM9IrL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61-DWf6MbaL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/410F8acn+NL._AC_SR736,920_.jpg",110.55,165.00
Michael Kors,MK2962 - Camille 3 Hand Watch,Black, ,"Watch Sizing Guide
SKU: #9791722
Bring on a chic update to your look this season wearing the Michael Kors® MK2962 - Camille 3 Hand Watch.
Rose gold-tone, stainless steel case with pave embellishments.
Round, analogue dial featuring classic Roman Numerals and three-hand movement.
Durable leather strap with single prong buckle closure.
Quartz movement.
Water-resistant up to 50 meters.
Box included.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case diameter: 33 mm.",796483571709,6pm SKU:#9791722,"https://m.media-amazon.com/images/I/61TlbmFti-L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61bQN1+fXzL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61qqFEW+nTL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61JbgyWg5XL._AC_SR736,920_.jpg",128.00,225.00
Kate Spade New York,34 mm Metro Watch - KSW1752SET,White, ,"Bring on a charming update to your style wearing the Kate Spade New York® 34 mm Metro Watch - KSW1752SET.
SKU: #9791800
Gold-tone, stainless steel case housing white, solar-powered dial with three-hand movement.
Interchangeable leather straps with single prong buckle closure.
Water-resistant up to 30 meters.
Box included.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
Case diameter: 34 mm.",796483572942,6pm SKU:#9791800,"https://m.media-amazon.com/images/I/61keMCbNxAL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51ZO9tBNo5L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/512pXWweS2L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51+tJRsl1XL._AC_SR736,920_.jpg",118.97,198.00
Timex,36 mm Peyton with Floral Markers,Gold, ,"Timex® 36 mm Peyton with Floral Markers watch is a perfect extension to the personality and uplifts the aura.
SKU: #9737136
30 meters water resistant watch.
Stainless steel construction.
Bracelet style watch.
Floral markers on dial.
Deployment clasp closure.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",194366174786,6pm SKU:#9737136,"https://m.media-amazon.com/images/I/51vQFJTSdZL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61cW-Z8aKoL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61qt-GrHvmL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51G+VdXK2EL._AC_SR736,920_.jpg",58.00,109.00
Timex,32 mm Adorn with Crystals,Two-Tone, ,"Decorate your wrist in the classy and luxe Timex® 32 mm Adorn with Crystals Watch.
SKU: #9737138
Stainless steel construction.
Textured crystal dial.
Deployment clasp closure.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.",194366177015,6pm SKU:#9737138,"https://m.media-amazon.com/images/I/61+0rtDP2OL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/719UFmCcj+L._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/61MlwameRxL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/51DifBNANSL._AC_SR736,920_.jpg",47.60,119.00
Timex,38 mm Q Diver Inspired,Two-Tone 1, ,"Gift your loved ones the fashionable Timex® 38 mm Q Diver Inspired Watch.
SKU: #9737131
Stainless-steel construction.
Stainless-steel metal.
Buckle clasp closure.
Round dial.
Quartz Analog movement.
Water-resistant up to 5 ATM.
Imported.
This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.zappos.com for full manufacturer warranty details.
Measurements:
millimeters: 38mm.",194366178968,6pm SKU:#9737131,"https://m.media-amazon.com/images/I/61wCpMd+DmL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71T2Cbe5CbL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71-RcUcFUSL._AC_SR736,920_.jpg","https://m.media-amazon.com/images/I/71Oi0gq1LsL._AC_SR736,920_.jpg",115.46,199.00
